selfcheck_nli_score,selfcheck_bert_score,fleek_score,lm_v_lm_score,ground_truth,lbhd_sent_avg,lbhd_sent_min,lbhd_sent_normalized_product,lbhd_concept_avg,lbhd_concept_min,lbhd_concept_normalized_product
0.7868761754374364,0.39137891876357966,False,False,True,0.4766707650320625,0.38496633365553157,0.9999897163078659,0.23891039811075143,0.44629285778030714,0.9991017711758801
0.4000371259190481,0.25570638936779816,False,False,True,0.2503558844382059,0.18831983772906824,0.19458895075977067,0.1524257963479414,0.26925446907855055,0.23929790251405603
0.9880949727576779,0.325299736031263,False,True,True,0.6811761328456625,0.7330899816298118,0.9999516248956601,0.32869687298434913,0.7597042380135524,0.9991390722061397
0.07138558314976211,0.2753451359652297,False,False,False,0.2508679065678323,0.2932588054141094,0.30051381503916064,0.09938788673942645,0.13965906617518664,0.12926443010890543
0.6322183598243779,0.2807244420324031,False,False,True,0.1737987416786544,0.13767537018925347,0.134186580358441,0.04840829258392976,0.22365988633419231,0.08159933827817145
0.7984722206778554,0.380967175426715,False,True,True,0.4209025585933004,0.7148397251614396,0.9969836011397206,0.25689333049062,0.743273759640001,0.9990294366000034
0.4747752390295528,0.3271616462489537,True,False,True,0.40337788846423406,0.766852944416136,0.9998908246490874,0.1491493722514987,0.48942287928413863,0.9998061293431377
0.46547867062519904,0.22394880087904878,False,False,False,0.3489031181097828,0.2775179621301793,0.32860076262312043,0.2288595023126918,0.34955842844885554,0.3972714218714395
0.6009053771891173,0.1941544788711609,False,False,True,0.2718438465166091,0.2734116555928121,0.29569823013680563,0.20045152523580834,0.34586157186635713,0.4191496783921269
0.0,0.1611772026077162,False,False,False,0.249369758738472,0.18056346120976396,0.20834222741037323,0.19388730982455216,0.2074347884145351,0.2683814822973294
0.8000650993558303,0.14142285039471197,False,True,False,0.2991691145901094,0.3854226075874869,0.998134450771869,0.19856783524121413,0.44670363551290526,0.9998203043288147
0.5996820535091745,0.3365019934921452,True,False,True,0.46850028071374794,0.49903047162334957,0.9964578513866642,0.2153199569051445,0.5489833791615215,0.9918042456669696
0.9981594578028781,0.10949657745269308,False,True,True,0.2613171345537795,0.18968861280427807,0.2183064153648775,0.10101646635571981,0.27048676021431994,0.1602298340960946
0.7994605606120374,0.4590595931821246,False,True,True,0.24809388347492423,0.3790350061433927,0.9909752667290934,0.06353138736498343,0.440952957566656,0.8321383849791673
0.9982319900751214,0.37387186754124163,False,False,True,0.8364146883329575,0.7618341647679081,0.9999998589200647,0.3913681034007541,0.7531320466641318,0.9992733847212347
0.0017209602938248357,0.19260687529291518,False,False,False,0.15487953532416565,0.12375955255216065,0.11253889811782547,0.09156220777979351,0.21113164920323602,0.12312090848539636
0.4010611141348351,0.0,False,False,True,0.20192366050798194,0.23166417932120575,0.16871044544867786,0.1252797144934985,0.30827683944247575,0.20284310793840632
0.3412307831308566,0.14443321195070674,False,False,True,0.13799043742638983,0.11258126170515981,0.09945628393634909,0.07517413006366191,0.18915588174973452,0.10581198675259329
0.992981452851264,0.46623895256355985,False,True,True,0.4736115528615146,0.8211474866099533,0.9759342956507904,0.19459000935099935,0.8389813119391967,0.9911107147707574
0.6977783947718219,0.2246881718960095,False,True,True,0.1433476922098773,0.41279796892971676,0.9947006857203109,0.08456872629935885,0.47134933204221996,0.9966074534839215
0.7952217570165891,0.251286072461478,True,True,True,0.3019239191866807,0.457511132317721,0.9952172527168164,0.17261653877975203,0.5116040356039391,0.9969638256900251
0.003936702176481228,0.1368126169837629,False,False,False,0.12635589522821622,0.09706855538720749,0.09130022707730667,0.0874670672770792,0.18710207721079386,0.1199802423406191
0.1436402314664723,0.1657440529359724,True,True,True,0.08273963637997594,0.0626211910470813,0.05347582359100045,0.0237473272864559,0.0989936311490962,0.029098877440424165
0.788754611830059,0.3244158270179833,False,True,True,0.848751020641439,0.61902589038265,1.0,0.37331482095768953,0.6570137586943625,0.9999989842909724
0.8383670624575067,0.1342165605116587,False,False,True,0.21101986738871625,0.26816469225795014,0.1984514032412794,0.12801499838443942,0.3411377961895785,0.2138419767909605
0.003613240223990591,0.11551492567261581,False,False,False,0.02178521966307434,0.056347662758041483,0.017084703831163672,0.026207486282306736,0.2684329388505693,0.056513415583145044
0.0008202610035845818,0.15934780259729864,True,False,False,0.09836883686491626,0.16254134170736956,0.08917659499384989,0.005825319266384854,0.10104743989423959,0.010238117350420461
0.5831432105457898,0.39503117750561295,False,False,True,0.4121886526795637,0.41279796892971676,0.9825445856754191,0.1777411900951249,0.47134933204221996,0.9182051593280562
0.12749211972504537,0.20600029077971946,False,False,True,0.11049290975558757,0.480323941223022,0.9423580956980604,0.04190459617091524,0.5321421230553722,0.8063131195900959
0.5924198291152122,0.3626989322531732,False,True,True,0.19044500340250758,0.2191171414313886,0.17875448230896795,0.14484795538558126,0.2969808976534911,0.24559903944975536
0.7935002153154256,0.32953101927326617,False,True,True,0.7361854083712225,1.0,0.9999989799930971,0.5854051813201648,1.0,0.999999998155993
0.9970729529958345,0.15794495385334317,False,True,True,0.34485235587421004,0.15273182593557832,0.25168331531578714,0.14734243223162924,0.23721502573461928,0.22085361675734116
0.3444817689531381,0.08991216425550674,False,False,True,0.1329633354066484,0.14269419188607224,0.09947509333987115,0.10182358767973065,0.2281782689384697,0.14185462860683784
0.09168179750300877,0.20039344423848676,False,False,True,0.23246540786803127,0.33888444191297395,0.951885122207226,0.19793785837665867,0.40480590514484316,0.9925570275777695
0.45570471114343486,0.23760546798866716,False,True,True,0.2785456482445394,0.2971369843296303,0.3326180950275859,0.17371091371003589,0.36722118954577154,0.45289053753445296
0.020260113601218748,0.31098476949191756,False,False,True,0.24590793761563012,0.24101744919343515,0.21350364052552706,0.31867255696846586,0.3166974717017528,0.5260179182615132
0.27405319044966925,0.26012219139778675,True,False,False,0.4779414816316421,0.24900193464632325,0.3773232498088608,0.3109936086664653,0.32388580441285564,0.511512902001579
0.7314586896452834,0.44754556531164086,False,False,True,0.5589569985879801,0.42967945032287913,0.9999901814818561,0.21224224136669312,0.4795645922600078,0.999824717576139
0.32675927067960325,0.10787096383285646,False,False,False,0.13252920402701318,0.21888902315367353,0.12942218154389473,0.05183312935128903,0.17087697508493394,0.07025236038225957
0.9995484150273856,0.1992305318726184,False,True,True,0.14867547209679732,0.477130163861303,0.989378501311359,0.08889963089151687,0.5292668051132599,0.9862163792344723
0.400572308910397,0.1545557040821085,False,False,False,0.23405732605638674,0.26953346733315975,0.2390006538679037,0.10960895429994788,0.3423700873253477,0.2086042993991728
0.5964449027315505,0.11869493712713325,False,False,True,0.22266083106847878,0.2816242593234155,0.262547801933374,0.1368918518688398,0.3532552766189492,0.3105495927940327
0.6789609432156057,0.38274016626505775,False,False,True,0.6155995065157631,0.4451922033614877,0.9999676663640054,0.3183362299043411,0.5005134574440389,0.9992811951972931
0.5999352218220371,0.3219892242576659,False,False,True,0.5722953497666572,0.640469924212741,0.9959969957088288,0.30941356354713534,0.676319555010026,0.9999893921968332
0.9660893852084345,0.4203549536399642,False,True,True,0.3125701336375797,0.5975818098319026,0.9755055556562291,0.20473704350235322,0.6377079203166742,0.999003540180504
0.00797205834147556,0.24509911981182295,False,False,False,0.6148842821092126,0.4524923059488366,0.9988028291956976,0.2996375100394246,0.34195933062376227,0.585966585120155
1.0,0.37977826283284666,False,True,True,0.4386586291037342,0.8503478969593488,0.9993060184340459,0.35761297962757976,0.8652700773368789,0.9999899996597612
0.9226894376593975,0.2832029774868544,False,False,True,0.3122327760482577,0.23577050454683568,0.2668124556944431,0.2948865763296866,0.31197371284978415,0.4933443176249832
0.7666892982781897,0.310657638435311,False,False,True,0.1933753263463469,0.3667160771871594,0.952858397658578,0.051658131298918164,0.23536661006197734,0.07617537591989243
0.4788693297022894,0.3124291168933388,False,False,True,0.5519311395634738,0.2900650000199967,0.5130773422221266,0.3378074869148229,0.36085437023784017,0.6332414576097665
0.0007958960098334045,0.08713715450334811,False,False,False,0.08148658816218557,0.05224135622067427,0.053370974415267725,0.019747264688570354,0.03830355139390318,0.023208860497009765
0.7950721133621452,0.25003041281618144,False,False,True,0.2859420459817179,0.03399109975230186,0.1731096649416921,0.16456915199943323,0.1303142302857907,0.19168036099561503
0.5965161871903596,0.2052838116571608,False,False,True,0.20639554766129553,0.2147826979280434,0.1788811852475618,0.09576075196121225,0.29307865220469376,0.16713579075938512
0.29818987214683124,0.14781083507643092,False,True,True,0.4716854665090022,0.5866317026715357,0.9915203490025943,0.27980083145891843,0.6278496753545681,0.9758452783316487
0.2425605206993946,0.35053694993117795,False,False,True,0.25055772811057864,0.24170183205897455,0.21754263737339352,0.19524728936796976,0.3173136130634351,0.3026644676310182
0.2668587693750641,1.0,False,True,True,0.623500287120192,0.1876354455193976,0.48214412891085634,0.3365192361681828,0.26863831930446347,0.49393776893363617
0.9890359358342333,0.4693708789072324,True,False,True,1.0,0.9908748484054859,0.9999999464581457,1.0,0.9917847397822122,0.9999999999997291
0.45903403847075186,0.2142932538304827,False,True,True,0.5079977645053078,0.7121021750110197,0.9958059356419313,0.24847235036576443,0.7408091773684622,0.9995415635547356
0.5977621035129943,0.05783780130468627,False,False,False,0.24702584115133286,0.2177483710282444,0.20126883106467175,0.07857877265207991,0.29574861072392444,0.15808404012977562
0.05794952365748553,0.4216256602916285,False,False,True,0.8583322224927803,0.49903047162334957,0.9981225342506923,0.5704083982620696,0.5489833791615215,0.9999999738733407
0.9991875192543755,0.2230708703984072,True,False,True,0.4788503781008484,0.4383483279854379,0.9993885993326135,0.19079624503593218,0.4943520017651917,0.9936670548365047
0.5943741482525821,0.24476935572270747,False,False,True,0.3276711263784966,0.4497547557984167,0.9953407655167645,0.1686850588299309,0.5046210665219206,0.9969581766124722
0.7997457774113053,0.12261125805296859,False,False,True,0.06581010352790351,0.2964526014640909,0.20480755285954189,0.09292357150795039,0.36660504818408923,0.363666402155826
0.5993715085833154,0.28047469631751765,False,False,True,0.3618338042364795,0.49948669883464847,0.9936536085041858,0.255077256341083,0.5493941148320949,0.9974029593579381
0.9976552750032374,0.288420832195945,False,False,True,0.5151781426489874,0.3512033708692073,0.9999989985950173,0.2799341361574088,0.4158964833047434,0.9999998891502746
0.39835444272870507,0.17593909802001995,False,False,True,0.12156678456846581,0.49994297276660404,0.9554780398728646,0.050147109950208435,0.549804892564693,0.8234101457972627
0.48795884951793406,0.22593611572349273,False,False,True,0.1959403407068483,0.3074027553451142,0.9832105739637946,0.08014518440696183,0.37646333520822006,0.9177430970085683
