fleek_score,selfcheck_nli_score,selfcheck_bert_score,lm_v_lm_score,ground_truth,lbhd_sent_avg,lbhd_sent_min,lbhd_sent_normalized_product,lbhd_concept_avg,lbhd_concept_min,lbhd_concept_normalized_product
False,0.22728437640707083,0.07657233282211187,False,False,0.24284850134753877,0.5921805285443345,0.9699478036567517,0.1993201645507876,0.5998610732239444,0.9244874197061652
False,0.07102963588996716,0.07658973703521066,False,False,0.08084184718022969,0.165676662538643,0.045259889473871606,0.008048686247069003,0.026916813586113086,0.0033694102165457984
True,0.6020193007804039,0.3062454749766316,True,True,0.22597337964022124,0.4415285997983096,0.16099051718723922,0.1341142513765503,0.11051366281503094,0.058962745602386235
False,0.0008831496702913746,0.11946315263950164,False,True,0.09716961864077667,0.1344870129480391,0.05154304288471101,0.1149330274882423,0.15078739003427177,0.05054294535062054
False,0.799118830363957,0.44385473852081214,True,False,0.24144076578002416,0.29205362418042036,0.1430762754234709,0.3605177602191745,0.3053865181465718,0.17813222875642531
False,0.13483282283569642,0.3648465458428798,False,False,0.2938917130036396,0.6692719527399356,0.9678163996538545,0.3541330583533413,0.6755006193965674,0.9465673074761936
False,0.09701118231609869,0.3428791151959317,False,True,0.324898984076851,0.4471191723525316,0.22306496526141184,0.3760995809656358,0.4575316862133558,0.209245566733276
False,0.0010400637448767225,0.2282701820052309,False,False,0.13127847898914746,0.38885925732841486,0.0972390419291651,0.18506822112746635,0.4003689916794131,0.120118437515923
False,0.11805019533558767,0.3372807503774611,False,False,0.4846579762541361,0.7281203322759657,0.9298823602336717,0.6690612788240287,0.7332406957740067,0.9764503931080173
False,0.0009743764577897833,0.0,False,False,0.007139364620010635,0.038196296040344135,0.003755908194909674,0.022731117920468336,0.056310135222443325,0.009750331741454232
False,0.20087053649697406,0.3706047374306476,False,False,0.07337459212850517,0.22879158303576363,0.04475036799981469,0.01890060419413775,0.01802122793265415,0.007829596781528725
False,0.9352522777239161,0.9685409598946516,False,True,0.38322129099363966,0.7139967139560259,0.984498589199966,0.46867128204682995,0.719383070348317,0.9970026512795216
False,0.7279958327767265,0.7251940065499392,True,False,0.6044935696683178,0.8287511203381333,0.997985303594958,0.7918596785563214,0.8319762843227791,0.9999200925203393
False,0.9982097773514194,0.7051220311000994,True,True,0.17200753386269163,0.29970390990445805,0.09885938888239743,0.6432483057320091,0.5539576764371004,0.44144343026646427
False,0.09884523964423136,0.30613439345097515,False,False,0.28394295261825286,0.7457748702410834,0.9950536481616847,0.14727843266000917,0.19221591050343956,0.0674930198569037
False,0.7834277728752572,0.5793200037551607,True,True,0.2403072746171837,0.45741765383652977,0.16045313820502782,0.4127855176421442,0.38910967028196675,0.20863128562984157
False,0.10621138157385514,0.44501469282495565,False,False,0.12070164546053896,0.21864023425145596,0.06951102407695986,0.12363101318512282,0.2333557370945658,0.0591383943738828
False,0.0011360063793158434,0.23161946529454877,False,False,0.01569395267316631,0.03348842326703094,0.008067533984593034,0.009924050482872149,0.02186455424242295,0.00415682985753163
False,0.00030920031616910466,0.3015113369142342,False,False,0.2873939738978897,0.5389227034842947,0.24985954284462264,0.09712955363755182,0.25630743548798773,0.04783668881989822
False,0.007521272721945056,0.33285120525424366,False,False,0.4598813712011913,0.4738952025170491,0.3035844032324635,0.5682291733538987,0.48380343811159277,0.317436371500079
False,0.04336903075999328,0.4105648107058425,False,False,0.2564246797754304,0.47624914492978276,0.1855654811741534,0.13581381630379163,0.2973028885334523,0.0645085166508137
False,0.42878934706521943,0.48741618723598445,True,False,0.3328649996918771,0.5203854536861141,0.24550665232505553,0.4637589247339813,0.5294181291952214,0.2358635253775132
False,0.0008824589891254277,0.16005642422834748,True,False,0.10628525889995899,0.22349522767230523,0.06289942776326041,0.49724739737566237,0.2381192954651099,0.23107058163466787
False,0.0010800889628698946,0.13499501050409587,False,False,0.010925303981004664,0.014987956643772948,0.005547968636277378,0.007457205130253275,0.008800855014737818,0.0030936690770735353
False,0.0011239879362096295,0.2819111001631482,False,False,0.009842924627808003,0.021755524508670465,0.0050391175308175384,0.0272950050813483,0.04017899598926089,0.01141212853659912
False,0.0004322991853084992,0.07982065822849192,False,False,0.1595787113001479,0.38679956223683076,0.10806137970197938,0.2688751051451175,0.39834808723242654,0.15057535796135957
False,0.9984412519084045,1.0,False,True,0.1613129335184449,0.49478640678011776,0.1437672303518851,0.22887279918672276,0.5043011941972593,0.1264185180466515
True,0.3700553664586541,0.2853851616712124,True,True,0.41397756262338126,0.5433363409886127,0.34204994666179367,0.6623115948296641,0.5519367779027007,0.48779593344889793
False,0.0004548187218117191,0.1898940650115748,False,False,0.17143569034551454,0.3785607939226481,0.11426292128121451,0.26506293496325184,0.3902644812696545,0.13758256473718022
False,0.006318945250882804,0.1462360959115064,False,False,0.04858086732034361,0.18774481992984726,0.027577385829000933,0.014351287651373834,0.03148189055497075,0.006019870438607411
False,0.13971121663540806,0.05692080550924402,False,False,0.022516316087596966,0.0792430651723377,0.012016534749029528,0.006220370655441787,0.01787687803733995,0.0025968385308532405
True,0.7991399950084423,0.865310547734983,False,True,0.4272839910066093,0.423874061833192,0.2954251284364513,0.3089532214197468,0.4347243554530087,0.1865582391061289
False,0.0007154600628959223,0.1796205078568593,False,False,0.0035252733258011038,0.00787097573445772,0.0018021769146523425,0.0,0.0,0.0
False,0.9979588640866636,0.9962184268412463,True,True,1.0,1.0,1.0,1.0,1.0,1.0
False,0.001628205452320659,0.07716964695246359,False,False,0.06470168288203171,0.08814388845258736,0.0344548214047391,0.08839967014847261,0.1053170547585438,0.03894788198438803
True,0.9989298090437843,0.47717872557399854,True,True,0.33390211521380664,0.7834378524275896,0.9952245774492432,0.37243047244609606,0.7875164101394252,0.9968471588611019
False,0.18792900103929708,0.42800060495968983,False,True,0.2494442958230061,0.4491788855223473,0.1740194205294805,0.20707438680363444,0.45955260839810297,0.12127733203348878
True,0.007628811748602256,0.1267620877302583,False,False,0.09113577235907266,0.38268016000150773,0.06513205705237413,0.27900617992344734,0.39430626651328016,0.14181446840124767
False,0.0027072242669551323,0.0794493875589958,False,False,0.07815094975182668,0.36384866890825496,0.05834432057337691,0.006850271943206199,0.022261516454537222,0.002880646647536622
False,0.0010220947658877973,0.3240971453997715,False,False,0.033132591669081,0.10543060672063298,0.018230678764959096,0.005469793751275098,0.011480357189427526,0.0022735059676013414
False,0.06791968069891162,0.5109379671319132,False,False,0.09744054405917124,0.34384022468686637,0.05881688166011623,0.07440213843580712,0.35619781137410067,0.041831843663335366
False,0.13743575292977825,0.3431567517752538,False,False,0.0873275633648607,0.41092739664138755,0.06730853352432753,0.03135551038927109,0.17388343241042126,0.015135901502199012
False,0.0006199067862059213,0.2211126129235195,False,False,0.14608078965518367,0.24453353450467885,0.08337959477494294,0.4182462768956614,0.25876138370833024,0.19862472245185425
False,0.07196311967782569,0.15777781700876106,False,False,0.2506248284481454,0.3897419992918636,0.1672768481172695,0.1686175221535624,0.31231533085941665,0.08738003214210077
False,0.0008702235686872512,0.07703467785617982,False,False,0.058149422633632986,0.15552531375433531,0.03280840877529001,0.11902191340689106,0.17142947236490502,0.056411984284936656
False,0.012336473063845088,0.39338497940722367,False,False,0.17630694287311632,0.3729701852119631,0.11684043707749003,0.21492466324709647,0.33223566962606554,0.11171750824280569
True,0.0,0.328268451188895,False,False,0.19007151940532774,0.33265901931765085,0.12130224506474119,0.20137881227049848,0.3452271838546961,0.10418831514448978
False,0.7462432081964757,0.39924057503750604,False,False,0.11586802518537187,0.5474557070674724,0.12572034644065022,0.003362591280442695,1.5788321535037397e-05,0.001383444419501334
False,0.15725249170122269,0.42511386840889626,False,False,0.25506368416263325,0.36002353809839027,0.15251096103361572,0.25996921509528925,0.3720763412467767,0.12867476501224706
True,0.2600950907285521,0.7131297484470727,True,False,0.20470389265710542,0.4350552672024075,0.1300279586183979,0.20023865128727802,0.4456949829724133,0.10313780574488884
False,0.00023244805915077657,0.002664688759170067,False,False,0.1353799434272438,0.33972083450369794,0.0875384259130394,0.011568910074366334,0.03480194760733779,0.0049220233107178935
False,0.9515186098653767,0.842683513499916,False,True,0.4022116656337533,0.774022106880963,0.9688604947911941,0.3709497338741481,0.7782779931889654,0.884700772506331
False,0.025492382370095917,0.24748863064016324,False,False,0.19074026894859397,0.32795114654433766,0.11799193085198723,0.3152305428500879,0.3406079753794662,0.15765319259030286
False,0.0014433209900617458,0.9701960246510509,False,False,0.5036644569805069,0.5100869782281929,0.3630956366648692,0.26800876190987344,0.28344527493293636,0.1326720419440297
False,0.0053796605954122105,0.18639626000749446,True,False,0.1758257619064132,0.34943082134539694,0.11617989222381153,0.3689122228720907,0.361683119221216,0.2073969196830565
False,0.001388831193447556,0.18011289724996338,False,False,0.07324916184394947,0.0846129808595637,0.03832339573659005,0.022300247226989534,0.03350279263692246,0.009351302589612587
False,0.002614712897207074,0.46106141572208637,False,False,0.038825402597393754,0.10300311001020823,0.021108617744319602,0.03744459627197205,0.11989642966080494,0.017053088827321927
False,0.0036022793818865553,0.41485206774249944,False,False,0.4232550643610846,0.722823952808199,0.9883129356977998,0.4479910530511222,0.7280440640671726,0.9879541222851698
True,1.0,0.612844552272872,False,True,0.2402938527577574,0.8787722610219904,0.9637122618570251,0.4312586859631997,0.8810553669813632,0.9801850161083299
False,0.9942633020222453,0.8502190875386008,False,True,0.5147529123991605,0.4229913379479746,0.33693163690705674,0.593281457962956,0.4338582560811233,0.3460204300274876
False,0.6346345351492328,0.3651092803048603,False,True,0.3688924345442479,0.6404362094056024,0.9908957842542863,0.44601022502654786,0.6472079453135837,0.9725345933418217
