fleek_score,selfcheck_nli_score,selfcheck_bert_score,lm_v_lm_score,ground_truth,lbhd_sent_avg,lbhd_sent_min,lbhd_sent_normalized_product,lbhd_concept_avg,lbhd_concept_min,lbhd_concept_normalized_product
0.0,0.0491749291075393,0.1671818614006042,0.0,0.0,0.7909046394372887,0.7732671433900606,0.8385248167085158,0.9062002435517447,0.7619346331415127,0.9235680183587545
0.0,0.9926792979240416,0.3482096433639526,0.0,0.0,0.6460003055972194,0.37172285323517396,0.6729724849680574,0.8440381499283354,0.8327432707868061,0.8784140657080379
0.0,0.0024114628788083,0.2600114703178405,0.0,0.0,0.7669491236941544,0.6670065151414013,0.8115790891249368,0.9334768780141787,0.8600987898288166,0.9480588959822025
0.0,0.0020314609399065,0.2602326989173888,0.0,1.0,0.7137875104874114,0.7653728179669004,0.7779951431068293,0.8219752993522307,0.7541560019186402,0.8544976179159303
1.0,0.2006614885875023,0.416711688041687,0.0,1.0,0.44760211663213934,0.43736885844543827,0.5378304065433328,0.5753256979330019,0.4309590593053907,0.6261528697717982
0.0,0.0041018666815944,0.3986159563064575,0.0,1.0,0.6857782336792229,0.5892515412720254,0.7431619201631015,0.7962847131171511,0.5806158463669471,0.8171047884600553
0.0,0.0015287721820641,0.2636763691902161,0.0,0.0,0.6516133958566472,0.3146641299050348,0.6470737833330693,0.6684603550792021,0.3100526130347254,0.6425339932583318
0.0,0.0013596412725746,0.1923701405525207,0.0,0.0,0.9037677440328442,0.7259361946786476,0.9209538576241907,0.9975033620182567,0.9968339134340916,0.9981474189826445
0.0,0.0009597850963473,0.3360334038734436,0.0,0.0,0.9472924583258986,0.9429191736045706,0.9612832121062049,0.9422842515079566,0.9291003513647176,0.9562910790953338
1.0,0.7988381521427073,0.657262670993805,0.0,0.0,0.3862472505675836,0.24174313949414294,0.41599194837524833,0.6955063390692162,0.5126867071014947,0.7352848873455105
1.0,0.0010183143662288,0.3042777061462403,0.0,0.0,0.4984337083181698,0.6584030727177002,0.596147711410346,0.5157718271854355,0.6487539370560738,0.6013906722249538
0.0,0.0005786990281194,0.3816021800041198,0.0,0.0,0.6476088761196854,0.5365682208286557,0.7022610986411111,0.9332182195379517,0.8714369581424586,0.9480762246811216
0.0,0.1307580344611779,0.3806564129889012,0.0,0.0,0.9067027464592479,0.8853852625124148,0.9304218492237828,0.9432607436334193,0.9171919854582655,0.956899594097739
0.0,0.2586516512325033,0.3821105182170867,0.0,1.0,0.5051962000495553,0.4208897032872885,0.5600536949404844,0.677237450960742,0.4147214121387721,0.7061555754296172
0.0,0.0007165274146245,0.3282682180404663,0.0,0.0,0.7497992500623001,0.6734837760985837,0.7966118613591622,1.0,1.0,1.0
1.0,0.0011077994480729,0.2983465552330017,0.0,0.0,0.8037706661530915,0.824487607339732,0.8520144651898744,0.9359310124789395,0.9108039343333032,0.9508751733862155
0.0,0.0016798702534288,0.3472645163536072,0.0,0.0,0.7375260038200553,0.6030051788760025,0.7807826843793013,0.7606239529903256,0.5941679194269833,0.7941933017890845
0.0,0.0014193439274094,0.4319273233413696,1.0,0.0,0.7131139167716762,0.6513978319140312,0.7636270083950929,0.942580723898957,0.9476275801738387,0.9566973415167181
0.0,0.2285022774944081,0.4249943375587464,0.0,0.0,0.10501005368751981,0.3037300551917743,0.20849264377673138,0.33832998163117245,0.2992787811493227,0.3867713684694518
0.0,0.0497616825334262,0.41824392080307,0.0,0.0,0.34381769195100076,0.46692154040437095,0.4766605749940762,0.48299125736333015,0.6728887249478155,0.5874776759004652
0.0,0.0008060148393269,0.3365315079689026,0.0,0.0,0.5225821648564879,0.374535763059312,0.5589104769183759,0.6597457230832782,0.369046805705312,0.6510993269345056
0.0,0.0025382793974131,0.2103471755981445,0.0,0.0,0.7391461327060578,0.6039518632345051,0.7823323181830455,0.9998730037345887,0.9997305958930158,0.9999058189476941
0.0,0.0006218467839062,0.4327754616737366,0.0,0.0,0.871637912180411,0.6677629479623937,0.8918921114951939,0.9923519851561309,0.9931987968402001,0.9943213189986975
0.0,0.0005153739126399,0.2531418323516845,0.0,0.0,0.6465493232034532,0.6131816729753266,0.7126639013687717,0.7285678822193331,0.6595245065533044,0.7814425064872954
0.0,0.6013216296210885,0.5162958204746246,0.0,1.0,0.664874709495562,0.3385285234781774,0.6670047203422218,0.7607373807685534,0.3335672652706667,0.7593832337864783
1.0,0.3637019455549307,0.3533155977725982,1.0,1.0,0.4804161712520978,0.38610861768538385,0.5531931558568108,0.0,0.3804500559523851,0.09646305160714053
0.0,0.0011554796888958,0.3081218123435973,0.0,0.0,0.7075714662575536,0.7398072370099178,0.7745100153966851,0.5510777180468729,0.7289650938165455,0.6447382615112327
0.0,0.0034833983983844,0.1731085419654846,0.0,0.0,0.8837175048095136,0.5858393519244398,0.8978411772129786,0.9361285802907218,0.5772536638909609,0.941923889047529
1.0,0.0015186098404228,0.2271337985992432,0.0,0.0,0.9742864756613909,0.9344878900168854,0.9808617518109293,0.9791158578464798,0.9207926312938359,0.984037875698252
1.0,0.0003009429201483,0.3714779376983642,0.0,0.0,0.5618527254861339,0.4704571927064558,0.6328262525061401,0.9002420322158438,0.7249692111602375,0.918371479423624
0.0,0.0010395175777375,0.3143812417984009,0.0,0.0,0.9181203571440606,0.8102677480329286,0.9354349288174761,0.9034894796322226,0.7983929805128773,0.922120632663773
0.0,0.1178630085662007,0.2419718980789185,0.0,0.0,0.726293359129996,0.6245549105495241,0.7739930126364145,0.743334320919709,0.6154018319723664,0.7813505566332348
0.0,0.2078146908257622,0.4424504935741424,0.0,0.0,0.42933425801773417,0.5302395053643987,0.5202384444684021,0.5317525228922015,0.5363868514645234,0.5911518736865677
0.0,0.1977446736185811,0.2451764702796935,0.0,0.0,0.8025183167507133,0.6420455292964546,0.8392569735423625,0.9649324374365424,0.9751291856630244,0.9738739579068487
0.0,0.9853783965110778,0.5254329681396485,1.0,1.0,0.11262645702408847,0.338177345800569,0.23113269785208734,0.8114624752351833,0.7459342192653908,0.845841369295466
0.0,0.0008352408302016,0.2721237897872924,0.5,0.0,0.9206186374723915,0.9171965306948029,0.9414034971682348,0.9926957426490559,0.9873350370898333,0.9945640374951004
0.0,0.0048688254319131,0.2421329379081725,0.0,0.0,0.7827667677630878,0.4385550536854912,0.790476414688916,0.9512940852817278,0.830872054555357,0.9611363266589266
0.0,0.0018810594920068,0.375285804271698,0.0,0.0,0.9785756001363557,0.9564093138460021,0.9843126954646602,0.9921324733677401,0.9866686223924672,0.9941451867856927
