fleek_score,selfcheck_nli_score,selfcheck_bert_score,lm_v_lm_score,ground_truth,lbhd_sent_avg,lbhd_sent_min,lbhd_sent_normalized_product,lbhd_concept_avg,lbhd_concept_min,lbhd_concept_normalized_product
False,0.46913826113856477,0.4135976362583476,False,False,0.09925487386326637,0.21008939192789322,0.022907101813341324,0.1904663255972454,0.0006671627751431153,0.05012198805941592
False,0.13114320757365308,0.3788725803250846,False,False,0.49892145806743105,0.6072796641740443,0.8364894611454825,0.47520877447611065,0.31148999087685714,0.17463915482596115
False,0.3827112879170534,0.3171330247877501,False,False,0.31813803959503684,0.3515325526190165,0.0776707126433207,0.40989674221498973,0.39777611776730426,0.1590803380110184
False,0.003366639425804788,0.07579377080558163,False,False,0.2257663240211738,0.30076626323160327,0.058890592136006115,0.5113567360919218,0.3506300782784866,0.20354379636981923
False,0.23203777957115004,0.1493136516119243,False,True,0.3101566986390265,0.3055555424776506,0.09275752393762371,0.45558897026565814,0.3550778240401278,0.18713765065241295
False,0.002240633677663194,0.07617734676797759,False,False,0.13010702375636862,0.24042144804685828,0.029083410706459478,0.40697156728633743,0.1939214164333627,0.13222302754959658
False,0.4300475811089286,0.3195509789370891,True,False,0.3258744549910697,0.22605362992557398,0.07070137450673553,0.33315935015166565,0.16056337483854666,0.10032838464480198
False,0.33559229681783226,0.37531319790723594,False,False,0.5485018170335842,0.40261811944275694,0.1309477525813243,0.4992849347791588,0.17716826684355969,0.1763308126265124
False,0.750987404017457,0.5445850902488957,False,False,0.5563595892113136,0.5747126071502191,0.9854534474273873,0.5754752815057866,0.5469236306428416,0.8864496465343614
False,0.3726314298292017,0.40113179053108433,False,False,0.508610329023738,0.42432948861232256,0.15284805903646692,0.4418482650737747,0.4653817525383235,0.18465839941763895
False,0.9642372562650803,1.0,False,True,1.0,1.0,1.0,0.8156459173760966,1.0,0.898750762757863
False,0.3828991604810476,0.3526641098482459,True,False,0.5243905108525297,0.4760536103087163,0.17764807888619583,0.5606526561407967,0.5134173193179428,0.28875633166817627
False,0.38247239941199374,0.16399900188936414,False,False,0.22083090697327212,0.3706896369084429,0.0711189080934318,0.49139017743857494,0.415567070450638,0.19937291069790408
True,0.34560305835611016,0.3791119389201671,True,False,0.44211349466492367,0.31960407008470293,0.11186903800918735,0.46575634346611317,0.36812452186488653,0.18831721361227327
False,0.8277421442060234,0.5918227697907684,True,False,0.5677115801961246,0.2870370130608777,0.13490727767633937,0.42081310346312106,0.33787988955066206,0.14930780072425232
False,0.7534358591476056,0.40085817789642847,False,False,0.33556650977077984,0.38761172683196143,0.09730874442790127,0.3971976121583003,0.3260192645495166,0.15342961098835195
False,0.010498060078100044,0.13017656854381918,False,False,0.1019550718019655,0.07231800349143436,0.013382121807728353,0.3647960448269303,0.13847294005100785,0.12027103136069828
True,0.4335737984045258,0.30601730915820624,True,False,0.3260167404331771,0.43518515684972403,0.08404632299896386,0.4943208388039777,0.4754632804493415,0.2082106202447047
False,0.6313987690800006,0.2986017492573367,False,False,0.4167703636265989,0.1606002449805497,0.07930323273122397,0.41546906636865355,0.19510748318432958,0.13317470088953476
False,0.721401168820323,0.29282845804840185,False,False,0.4206944093781493,0.6692209384689012,0.8396371668586413,0.39557090908742687,0.3423276413849494,0.14709918840961134
False,0.2807336277304192,0.3147133186328864,False,False,0.6640415415485457,0.7733077890459623,0.9171767601701502,0.42446212175662557,0.29043734096491036,0.15379897323372815
False,0.03422186531592179,0.0252847039137013,True,False,0.20913626359603033,0.44636013521821516,0.07457349805451319,0.31226662371073166,0.4858413478205248,0.12596133192224768
False,0.03718012290668134,0.06752995378120229,False,False,0.0,0.13920816632521582,8.201834367893568e-06,0.3752009260003981,0.20059302596685513,0.14326250438184007
False,0.39963270581059007,0.20276226401652805,True,False,0.11151730735183585,0.13553639407055096,0.01718142515033305,0.3886252193132389,0.197183095444037,0.13742241591550064
False,0.0372526636740389,0.2363649239238061,False,False,0.2854310987985733,0.22605362992557398,0.056615369579896324,0.40415468063283044,0.3408450594644026,0.1403686947345819
False,0.7241562599622493,0.5426083217341096,True,False,0.6730429506879723,0.3617496659837647,0.17526584673566958,0.5967641644979336,0.3064492087034094,0.2465504731950252
False,0.17616557803004348,0.2531728189019492,False,False,0.29540593734253795,0.31449551340232884,0.07405081064107755,0.38059086408388754,0.24951815040050773,0.12552158357510024
True,0.040604181982279296,0.2564989247819169,True,True,0.27493949903873727,0.28224775343168806,0.05872437472774239,0.43200924516329353,0.3334321620069596,0.15696253877706967
False,0.47133141746263335,0.22522821087443812,False,False,0.28840916539930994,0.32694764074984217,0.06299211760737,0.333442811984223,0.18724980689987003,0.10053199870774931
True,0.49628838413708437,0.3661943222474052,False,False,0.34379379092364637,0.14527457493342766,0.07302702624940349,0.41640302094428994,0.20622682633417067,0.15144500967572805
True,0.7617573671221719,0.31774867819679337,False,True,0.1261481464389651,0.0,0.015595935489014057,0.38593039083626524,0.2400296406833573,0.13042912792706796
True,0.2686227572044051,0.35512495149404044,False,False,0.3518142645414848,0.3240740588165181,0.09008127489784412,0.37599044429868833,0.37227574638430116,0.13600711423153866
False,0.6478350030341694,0.26465229218044467,False,False,0.2855197680560244,0.049648775857078054,0.041395967470730044,0.31995744155989314,0.03432171953953955,0.0942446210104646
False,0.9201091890096617,0.4826668834409892,False,False,0.2947632834332561,0.8441889884928298,0.8994133256080115,0.3248264268436065,0.8553001964502267,0.9455385107213499
True,1.0,0.4778381297200048,True,False,0.380617218443023,0.5044699691149579,0.17850250052037264,0.5933528119046128,0.5398072483549787,0.32231833732551696
False,0.2760797964449485,0.2275616290918077,False,False,0.26519946820188167,0.3617496659837647,0.08120971443570602,0.14364754678763925,0.0,0.03348310880533445
True,0.35231951930639427,0.12401750303855989,False,False,0.4206348934980666,0.4390165907088859,0.14016419441589578,0.528343847476971,0.4790214867748883,0.25936107433817623
True,0.553199504908716,0.12825932824716382,False,False,0.5746710287705887,0.47062578272896793,0.18093353337383178,0.45748524673568514,0.5083765614350799,0.23409704125158282
False,0.5881398107173174,0.1754922114241024,False,False,0.28668551314196944,0.553001257597511,0.9178124661579736,0.3732599027211516,0.3369903683325064,0.14511771435994203
False,0.487435279892029,0.3329784158942922,False,False,0.37304039858954474,0.2579820928430301,0.08312951114825906,0.4447045208091709,0.3108969362471119,0.17127288820721942
False,0.8666836124023455,0.2651596543278571,False,False,0.21364196638689092,0.17720305746774145,0.04101808956384878,0.3364735226405653,0.2358784222365884,0.11203010747442566
False,0.40925007722380613,0.42855106336591486,False,False,0.4272017953573899,0.5964239567029272,0.9210287479261647,0.49056248489173937,0.2179392058958185,0.1774295792084657
False,0.797564816619742,0.620461445132383,False,False,0.41450573719329853,0.4559386806324046,0.13753633710855917,0.6397656772087261,0.49473682719851464,0.3335931898040094
